x1,x2,x3,y_pred
1.280280280280280181e+00,7.802802802802802917e-01,1.280280280280280403e-01,3.356406406406406084e+00
1.284284284284284317e+00,7.842842842842843165e-01,1.284284284284284428e-01,3.362212212212212670e+00
1.288288288288288230e+00,7.882882882882882303e-01,1.288288288288288452e-01,3.368018018018017923e+00
1.292292292292292366e+00,7.922922922922923661e-01,1.292292292292292477e-01,3.373823823823824064e+00
1.296296296296296280e+00,7.962962962962962798e-01,1.296296296296296502e-01,3.379629629629629317e+00
1.300300300300300194e+00,8.003003003003003046e-01,1.300300300300300249e-01,3.385435435435435458e+00
1.304304304304304329e+00,8.043043043043043294e-01,1.304304304304304274e-01,3.391241241241241600e+00
1.308308308308308243e+00,8.083083083083082432e-01,1.308308308308308299e-01,3.397047047047046853e+00
1.312312312312312379e+00,8.123123123123123790e-01,1.312312312312312323e-01,3.402852852852852994e+00
1.316316316316316293e+00,8.163163163163162928e-01,1.316316316316316348e-01,3.408658658658658247e+00
1.320320320320320207e+00,8.203203203203203175e-01,1.320320320320320373e-01,3.414464464464464388e+00
1.324324324324324342e+00,8.243243243243243423e-01,1.324324324324324398e-01,3.420270270270270530e+00
1.328328328328328256e+00,8.283283283283282561e-01,1.328328328328328423e-01,3.426076076076076227e+00
1.332332332332332392e+00,8.323323323323323919e-01,1.332332332332332447e-01,3.431881881881881924e+00
1.336336336336336306e+00,8.363363363363363057e-01,1.336336336336336472e-01,3.437687687687687621e+00
1.340340340340340219e+00,8.403403403403403304e-01,1.340340340340340497e-01,3.443493493493493318e+00
1.344344344344344355e+00,8.443443443443443552e-01,1.344344344344344244e-01,3.449299299299299459e+00
1.348348348348348269e+00,8.483483483483482690e-01,1.348348348348348269e-01,3.455105105105105157e+00
1.352352352352352405e+00,8.523523523523524048e-01,1.352352352352352294e-01,3.460910910910910854e+00
1.356356356356356319e+00,8.563563563563563186e-01,1.356356356356356319e-01,3.466716716716716551e+00
1.360360360360360232e+00,8.603603603603603434e-01,1.360360360360360343e-01,3.472522522522522248e+00
1.364364364364364368e+00,8.643643643643643681e-01,1.364364364364364368e-01,3.478328328328328833e+00
1.368368368368368504e+00,8.683683683683683929e-01,1.368368368368368393e-01,3.484134134134134531e+00
1.372372372372372418e+00,8.723723723723724177e-01,1.372372372372372418e-01,3.489939939939939784e+00
1.376376376376376331e+00,8.763763763763763315e-01,1.376376376376376443e-01,3.495745745745745481e+00
1.380380380380380245e+00,8.803803803803803563e-01,1.380380380380380467e-01,3.501551551551551178e+00
1.384384384384384381e+00,8.843843843843843811e-01,1.384384384384384492e-01,3.507357357357357763e+00
1.388388388388388517e+00,8.883883883883884058e-01,1.388388388388388517e-01,3.513163163163163460e+00
1.392392392392392431e+00,8.923923923923924306e-01,1.392392392392392542e-01,3.518968968968969158e+00
1.396396396396396344e+00,8.963963963963963444e-01,1.396396396396396566e-01,3.524774774774774411e+00
1.400400400400400258e+00,9.004004004004003692e-01,1.400400400400400591e-01,3.530580580580580552e+00
1.404404404404404394e+00,9.044044044044043940e-01,1.404404404404404616e-01,3.536386386386386693e+00
1.408408408408408530e+00,9.084084084084084187e-01,1.408408408408408641e-01,3.542192192192192390e+00
1.412412412412412444e+00,9.124124124124124435e-01,1.412412412412412388e-01,3.547997997997998088e+00
1.416416416416416357e+00,9.164164164164163573e-01,1.416416416416416413e-01,3.553803803803803341e+00
1.420420420420420493e+00,9.204204204204204931e-01,1.420420420420420438e-01,3.559609609609609482e+00
1.424424424424424407e+00,9.244244244244244069e-01,1.424424424424424462e-01,3.565415415415415623e+00
1.428428428428428543e+00,9.284284284284284317e-01,1.428428428428428487e-01,3.571221221221221764e+00
1.432432432432432456e+00,9.324324324324324564e-01,1.432432432432432512e-01,3.577027027027027017e+00
1.436436436436436370e+00,9.364364364364363702e-01,1.436436436436436537e-01,3.582832832832832715e+00
1.440440440440440506e+00,9.404404404404405060e-01,1.440440440440440562e-01,3.588638638638638412e+00
1.444444444444444420e+00,9.444444444444444198e-01,1.444444444444444586e-01,3.594444444444444553e+00
1.448448448448448556e+00,9.484484484484484446e-01,1.448448448448448611e-01,3.600250250250250694e+00
1.452452452452452469e+00,9.524524524524524693e-01,1.452452452452452358e-01,3.606056056056055947e+00
1.456456456456456383e+00,9.564564564564563831e-01,1.456456456456456383e-01,3.611861861861861644e+00
1.460460460460460519e+00,9.604604604604605189e-01,1.460460460460460408e-01,3.617667667667667342e+00
1.464464464464464433e+00,9.644644644644644327e-01,1.464464464464464433e-01,3.623473473473473927e+00
1.468468468468468568e+00,9.684684684684684575e-01,1.468468468468468457e-01,3.629279279279279624e+00
1.472472472472472482e+00,9.724724724724724823e-01,1.472472472472472482e-01,3.635085085085084877e+00
1.476476476476476396e+00,9.764764764764763960e-01,1.476476476476476507e-01,3.640890890890890574e+00
1.480480480480480532e+00,9.804804804804805318e-01,1.480480480480480532e-01,3.646696696696696272e+00
1.484484484484484446e+00,9.844844844844844456e-01,1.484484484484484557e-01,3.652502502502502857e+00
1.488488488488488581e+00,9.884884884884884704e-01,1.488488488488488581e-01,3.658308308308308554e+00
1.492492492492492495e+00,9.924924924924924952e-01,1.492492492492492606e-01,3.664114114114114251e+00
1.496496496496496409e+00,9.964964964964965199e-01,1.496496496496496631e-01,3.669919919919919504e+00
1.500500500500500545e+00,1.000500500500500545e+00,1.500500500500500656e-01,3.675725725725725646e+00
1.504504504504504458e+00,1.004504504504504458e+00,1.504504504504504681e-01,3.681531531531531787e+00
1.508508508508508594e+00,1.008508508508508594e+00,1.508508508508508705e-01,3.687337337337337484e+00
1.512512512512512508e+00,1.012512512512512508e+00,1.512512512512512730e-01,3.693143143143143181e+00
1.516516516516516422e+00,1.016516516516516422e+00,1.516516516516516755e-01,3.698948948948948434e+00
1.520520520520520558e+00,1.020520520520520558e+00,1.520520520520520502e-01,3.704754754754754575e+00
1.524524524524524471e+00,1.024524524524524471e+00,1.524524524524524527e-01,3.710560560560560717e+00
1.528528528528528607e+00,1.028528528528528607e+00,1.528528528528528552e-01,3.716366366366366858e+00
1.532532532532532521e+00,1.032532532532532521e+00,1.532532532532532576e-01,3.722172172172172111e+00
1.536536536536536435e+00,1.036536536536536435e+00,1.536536536536536601e-01,3.727977977977977808e+00
1.540540540540540571e+00,1.040540540540540571e+00,1.540540540540540626e-01,3.733783783783783505e+00
1.544544544544544484e+00,1.044544544544544484e+00,1.544544544544544651e-01,3.739589589589589647e+00
1.548548548548548620e+00,1.048548548548548620e+00,1.548548548548548676e-01,3.745395395395395788e+00
1.552552552552552534e+00,1.052552552552552534e+00,1.552552552552552700e-01,3.751201201201201041e+00
1.556556556556556448e+00,1.056556556556556448e+00,1.556556556556556725e-01,3.757007007007006738e+00
1.560560560560560583e+00,1.060560560560560583e+00,1.560560560560560472e-01,3.762812812812812435e+00
1.564564564564564719e+00,1.064564564564564719e+00,1.564564564564564497e-01,3.768618618618619021e+00
1.568568568568568633e+00,1.068568568568568633e+00,1.568568568568568522e-01,3.774424424424424718e+00
1.572572572572572547e+00,1.072572572572572547e+00,1.572572572572572547e-01,3.780230230230229971e+00
1.576576576576576461e+00,1.076576576576576461e+00,1.576576576576576572e-01,3.786036036036035668e+00
1.580580580580580596e+00,1.080580580580580596e+00,1.580580580580580596e-01,3.791841841841841365e+00
1.584584584584584732e+00,1.084584584584584732e+00,1.584584584584584621e-01,3.797647647647647950e+00
1.588588588588588646e+00,1.088588588588588646e+00,1.588588588588588646e-01,3.803453453453453648e+00
1.592592592592592560e+00,1.092592592592592560e+00,1.592592592592592671e-01,3.809259259259259345e+00
1.596596596596596473e+00,1.096596596596596473e+00,1.596596596596596696e-01,3.815065065065064598e+00
1.600600600600600609e+00,1.100600600600600609e+00,1.600600600600600720e-01,3.820870870870870739e+00
1.604604604604604745e+00,1.104604604604604745e+00,1.604604604604604745e-01,3.826676676676676880e+00
1.608608608608608659e+00,1.108608608608608659e+00,1.608608608608608770e-01,3.832482482482482578e+00
1.612612612612612573e+00,1.112612612612612573e+00,1.612612612612612795e-01,3.838288288288288275e+00
1.616616616616616486e+00,1.116616616616616486e+00,1.616616616616616819e-01,3.844094094094093528e+00
1.620620620620620622e+00,1.120620620620620622e+00,1.620620620620620844e-01,3.849899899899899669e+00
1.624624624624624758e+00,1.124624624624624758e+00,1.624624624624624869e-01,3.855705705705705810e+00
1.628628628628628672e+00,1.128628628628628672e+00,1.628628628628628894e-01,3.861511511511511952e+00
1.632632632632632586e+00,1.132632632632632586e+00,1.632632632632632919e-01,3.867317317317317205e+00
1.636636636636636499e+00,1.136636636636636499e+00,1.636636636636636666e-01,3.873123123123122902e+00
1.640640640640640635e+00,1.140640640640640635e+00,1.640640640640640691e-01,3.878928928928928599e+00
1.644644644644644771e+00,1.144644644644644771e+00,1.644644644644644715e-01,3.884734734734734740e+00
1.648648648648648685e+00,1.148648648648648685e+00,1.648648648648648740e-01,3.890540540540540881e+00
1.652652652652652598e+00,1.152652652652652598e+00,1.652652652652652765e-01,3.896346346346346134e+00
1.656656656656656512e+00,1.156656656656656512e+00,1.656656656656656790e-01,3.902152152152151832e+00
1.660660660660660648e+00,1.160660660660660648e+00,1.660660660660660815e-01,3.907957957957957529e+00
1.664664664664664784e+00,1.164664664664664784e+00,1.664664664664664562e-01,3.913763763763764114e+00
1.668668668668668698e+00,1.168668668668668698e+00,1.668668668668668587e-01,3.919569569569570255e+00
1.672672672672672611e+00,1.172672672672672611e+00,1.672672672672672611e-01,3.925375375375375953e+00
1.676676676676676525e+00,1.176676676676676525e+00,1.676676676676676636e-01,3.931181181181181206e+00
1.680680680680680661e+00,1.180680680680680661e+00,1.680680680680680661e-01,3.936986986986986459e+00
1.684684684684684797e+00,1.184684684684684797e+00,1.684684684684684686e-01,3.942792792792793044e+00
1.688688688688688710e+00,1.188688688688688710e+00,1.688688688688688710e-01,3.948598598598599185e+00
1.692692692692692624e+00,1.192692692692692624e+00,1.692692692692692735e-01,3.954404404404404882e+00
1.696696696696696538e+00,1.196696696696696538e+00,1.696696696696696760e-01,3.960210210210210136e+00
1.700700700700700674e+00,1.200700700700700674e+00,1.700700700700700785e-01,3.966016016016015833e+00
1.704704704704704810e+00,1.204704704704704810e+00,1.704704704704704810e-01,3.971821821821821974e+00
1.708708708708708723e+00,1.208708708708708723e+00,1.708708708708708834e-01,3.977627627627628115e+00
1.712712712712712637e+00,1.212712712712712637e+00,1.712712712712712859e-01,3.983433433433433812e+00
1.716716716716716551e+00,1.216716716716716551e+00,1.716716716716716884e-01,3.989239239239239065e+00
1.720720720720720687e+00,1.220720720720720687e+00,1.720720720720720909e-01,3.995045045045044763e+00
1.724724724724724823e+00,1.224724724724724823e+00,1.724724724724724934e-01,4.000850850850850904e+00
1.728728728728728736e+00,1.228728728728728736e+00,1.728728728728728958e-01,4.006656656656657489e+00
1.732732732732732650e+00,1.232732732732732650e+00,1.732732732732732983e-01,4.012462462462463186e+00
1.736736736736736786e+00,1.236736736736736786e+00,1.736736736736737008e-01,4.018268268268267995e+00
1.740740740740740700e+00,1.240740740740740700e+00,1.740740740740741033e-01,4.024074074074073692e+00
1.744744744744744835e+00,1.244744744744744835e+00,1.744744744744744780e-01,4.029879879879880278e+00
1.748748748748748749e+00,1.248748748748748749e+00,1.748748748748748805e-01,4.035685685685685975e+00
1.752752752752752663e+00,1.252752752752752663e+00,1.752752752752752829e-01,4.041491491491491672e+00
1.756756756756756799e+00,1.256756756756756799e+00,1.756756756756756854e-01,4.047297297297297369e+00
1.760760760760760713e+00,1.260760760760760713e+00,1.760760760760760879e-01,4.053103103103103066e+00
1.764764764764764848e+00,1.264764764764764848e+00,1.764764764764764904e-01,4.058908908908908764e+00
1.768768768768768762e+00,1.268768768768768762e+00,1.768768768768768929e-01,4.064714714714715349e+00
1.772772772772772676e+00,1.272772772772772676e+00,1.772772772772772676e-01,4.070520520520521046e+00
1.776776776776776812e+00,1.276776776776776812e+00,1.776776776776776701e-01,4.076326326326325855e+00
1.780780780780780725e+00,1.280780780780780725e+00,1.780780780780780725e-01,4.082132132132131552e+00
1.784784784784784861e+00,1.284784784784784861e+00,1.784784784784784750e-01,4.087937937937938138e+00
1.788788788788788775e+00,1.288788788788788775e+00,1.788788788788788775e-01,4.093743743743744723e+00
1.792792792792792689e+00,1.292792792792792689e+00,1.792792792792792800e-01,4.099549549549549532e+00
1.796796796796796825e+00,1.296796796796796825e+00,1.796796796796796825e-01,4.105355355355355229e+00
1.800800800800800738e+00,1.300800800800800738e+00,1.800800800800800849e-01,4.111161161161160926e+00
1.804804804804804874e+00,1.304804804804804874e+00,1.804804804804804874e-01,4.116966966966966623e+00
1.808808808808808788e+00,1.308808808808808788e+00,1.808808808808808899e-01,4.122772772772773209e+00
1.812812812812812702e+00,1.312812812812812702e+00,1.812812812812812924e-01,4.128578578578578906e+00
1.816816816816816837e+00,1.316816816816816837e+00,1.816816816816816949e-01,4.134384384384384603e+00
1.820820820820820973e+00,1.320820820820820973e+00,1.820820820820820973e-01,4.140190190190189412e+00
1.824824824824824887e+00,1.324824824824824887e+00,1.824824824824824998e-01,4.145995995995995997e+00
1.828828828828828801e+00,1.328828828828828801e+00,1.828828828828829023e-01,4.151801801801802583e+00
1.832832832832832715e+00,1.332832832832832715e+00,1.832832832832833048e-01,4.157607607607608280e+00
1.836836836836836850e+00,1.336836836836836850e+00,1.836836836836837072e-01,4.163413413413413089e+00
1.840840840840840986e+00,1.340840840840840986e+00,1.840840840840841097e-01,4.169219219219218786e+00
1.844844844844844900e+00,1.344844844844844900e+00,1.844844844844845122e-01,4.175025025025025371e+00
1.848848848848848814e+00,1.348848848848848814e+00,1.848848848848849147e-01,4.180830830830831069e+00
1.852852852852852727e+00,1.352852852852852727e+00,1.852852852852852894e-01,4.186636636636636766e+00
1.856856856856856863e+00,1.356856856856856863e+00,1.856856856856856919e-01,4.192442442442442463e+00
1.860860860860860999e+00,1.360860860860860999e+00,1.860860860860860944e-01,4.198248248248248160e+00
1.864864864864864913e+00,1.364864864864864913e+00,1.864864864864864968e-01,4.204054054054053857e+00
1.868868868868868827e+00,1.368868868868868827e+00,1.868868868868868993e-01,4.209859859859860443e+00
1.872872872872872740e+00,1.372872872872872740e+00,1.872872872872873018e-01,4.215665665665666140e+00
1.876876876876876876e+00,1.376876876876876876e+00,1.876876876876876765e-01,4.221471471471470949e+00
1.880880880880881012e+00,1.380880880880881012e+00,1.880880880880880790e-01,4.227277277277276646e+00
1.884884884884884926e+00,1.384884884884884926e+00,1.884884884884884815e-01,4.233083083083083231e+00
1.888888888888888840e+00,1.388888888888888840e+00,1.888888888888888840e-01,4.238888888888889817e+00
1.892892892892892753e+00,1.392892892892892753e+00,1.892892892892892864e-01,4.244694694694694626e+00
1.896896896896896889e+00,1.396896896896896889e+00,1.896896896896896889e-01,4.250500500500500323e+00
1.900900900900901025e+00,1.400900900900901025e+00,1.900900900900900914e-01,4.256306306306306020e+00
1.904904904904904939e+00,1.404904904904904939e+00,1.904904904904904939e-01,4.262112112112111717e+00
1.908908908908908852e+00,1.408908908908908852e+00,1.908908908908908963e-01,4.267917917917918302e+00
1.912912912912912766e+00,1.412912912912912766e+00,1.912912912912912988e-01,4.273723723723724000e+00
1.916916916916916902e+00,1.416916916916916902e+00,1.916916916916917013e-01,4.279529529529529697e+00
1.920920920920921038e+00,1.420920920920921038e+00,1.920920920920921038e-01,4.285335335335334506e+00
1.924924924924924952e+00,1.424924924924924952e+00,1.924924924924925063e-01,4.291141141141141091e+00
1.928928928928928865e+00,1.428928928928928865e+00,1.928928928928929087e-01,4.296946946946947676e+00
1.932932932932932779e+00,1.432932932932932779e+00,1.932932932932933112e-01,4.302752752752753373e+00
1.936936936936936915e+00,1.436936936936936915e+00,1.936936936936937137e-01,4.308558558558558182e+00
1.940940940940941051e+00,1.440940940940941051e+00,1.940940940940941162e-01,4.314364364364363880e+00
1.944944944944944965e+00,1.444944944944944965e+00,1.944944944944945187e-01,4.320170170170170465e+00
1.948948948948948878e+00,1.448948948948948878e+00,1.948948948948949211e-01,4.325975975975976162e+00
1.952952952952952792e+00,1.452952952952952792e+00,1.952952952952953236e-01,4.331781781781781859e+00
1.956956956956956928e+00,1.456956956956956928e+00,1.956956956956957261e-01,4.337587587587587556e+00
1.960960960960961064e+00,1.460960960960961064e+00,1.960960960960961008e-01,4.343393393393393254e+00
1.964964964964964977e+00,1.464964964964964977e+00,1.964964964964965033e-01,4.349199199199198951e+00
1.968968968968968891e+00,1.468968968968968891e+00,1.968968968968969058e-01,4.355005005005005536e+00
1.972972972972972805e+00,1.472972972972972805e+00,1.972972972972973082e-01,4.360810810810811233e+00
1.976976976976976941e+00,1.476976976976976941e+00,1.976976976976977107e-01,4.366616616616616042e+00
1.980980980980981077e+00,1.480980980980981077e+00,1.980980980980981132e-01,4.372422422422421739e+00
1.984984984984984990e+00,1.484984984984984990e+00,1.984984984984984879e-01,4.378228228228228325e+00
1.988988988988988904e+00,1.488988988988988904e+00,1.988988988988988904e-01,4.384034034034034910e+00
1.992992992992993040e+00,1.492992992992993040e+00,1.992992992992992929e-01,4.389839839839839719e+00
1.996996996996996954e+00,1.496996996996996954e+00,1.996996996996996954e-01,4.395645645645645416e+00
2.001001001001001089e+00,1.501001001001001089e+00,2.001001001001000978e-01,4.401451451451451113e+00
2.005005005005005003e+00,1.505005005005005003e+00,2.005005005005005003e-01,4.407257257257256811e+00
2.009009009009008917e+00,1.509009009009008917e+00,2.009009009009009028e-01,4.413063063063063396e+00
2.013013013013012831e+00,1.513013013013013053e+00,2.013013013013013053e-01,4.418868868868869093e+00
2.017017017017017189e+00,1.517017017017016967e+00,2.017017017017017078e-01,4.424674674674674790e+00
2.021021021021021102e+00,1.521021021021021102e+00,2.021021021021021102e-01,4.430480480480479599e+00
2.025025025025025016e+00,1.525025025025025016e+00,2.025025025025025127e-01,4.436286286286286185e+00
2.029029029029028930e+00,1.529029029029028930e+00,2.029029029029029152e-01,4.442092092092092770e+00
2.033033033033032844e+00,1.533033033033033066e+00,2.033033033033033177e-01,4.447897897897898467e+00
2.037037037037037202e+00,1.537037037037036979e+00,2.037037037037037202e-01,4.453703703703703276e+00
2.041041041041041115e+00,1.541041041041041115e+00,2.041041041041041226e-01,4.459509509509508973e+00
2.045045045045045029e+00,1.545045045045045029e+00,2.045045045045045251e-01,4.465315315315315559e+00
2.049049049049048943e+00,1.549049049049048943e+00,2.049049049049049276e-01,4.471121121121121256e+00
2.053053053053052857e+00,1.553053053053053079e+00,2.053053053053053301e-01,4.476926926926926953e+00
2.057057057057057214e+00,1.557057057057056992e+00,2.057057057057057325e-01,4.482732732732732650e+00
2.061061061061061128e+00,1.561061061061061128e+00,2.061061061061061350e-01,4.488538538538538347e+00
2.065065065065065042e+00,1.565065065065065042e+00,2.065065065065065375e-01,4.494344344344344044e+00
2.069069069069068956e+00,1.569069069069068956e+00,2.069069069069069122e-01,4.500150150150150630e+00
2.073073073073072869e+00,1.573073073073073092e+00,2.073073073073073147e-01,4.505955955955956327e+00
2.077077077077077227e+00,1.577077077077077005e+00,2.077077077077077172e-01,4.511761761761761136e+00
2.081081081081081141e+00,1.581081081081081141e+00,2.081081081081081197e-01,4.517567567567566833e+00
2.085085085085085055e+00,1.585085085085085055e+00,2.085085085085085221e-01,4.523373373373373418e+00
2.089089089089088969e+00,1.589089089089088969e+00,2.089089089089089246e-01,4.529179179179180004e+00
2.093093093093092882e+00,1.593093093093093104e+00,2.093093093093092993e-01,4.534984984984984813e+00
2.097097097097097240e+00,1.597097097097097018e+00,2.097097097097097018e-01,4.540790790790790510e+00
2.101101101101101154e+00,1.601101101101101154e+00,2.101101101101101043e-01,4.546596596596596207e+00
2.105105105105105068e+00,1.605105105105105068e+00,2.105105105105105068e-01,4.552402402402401904e+00
2.109109109109109426e+00,1.609109109109109204e+00,2.109109109109109093e-01,4.558208208208208490e+00
2.113113113113112895e+00,1.613113113113113117e+00,2.113113113113113117e-01,4.564014014014014187e+00
2.117117117117117253e+00,1.617117117117117031e+00,2.117117117117117142e-01,4.569819819819819884e+00
2.121121121121121167e+00,1.621121121121121167e+00,2.121121121121121167e-01,4.575625625625624693e+00
2.125125125125125081e+00,1.625125125125125081e+00,2.125125125125125192e-01,4.581431431431431278e+00
2.129129129129129439e+00,1.629129129129129216e+00,2.129129129129129216e-01,4.587237237237237863e+00
2.133133133133132908e+00,1.633133133133133130e+00,2.133133133133133241e-01,4.593043043043043561e+00
2.137137137137137266e+00,1.637137137137137044e+00,2.137137137137137266e-01,4.598848848848848370e+00
2.141141141141141180e+00,1.641141141141141180e+00,2.141141141141141291e-01,4.604654654654654067e+00
2.145145145145145094e+00,1.645145145145145094e+00,2.145145145145145316e-01,4.610460460460460652e+00
2.149149149149149451e+00,1.649149149149149229e+00,2.149149149149149340e-01,4.616266266266266349e+00
2.153153153153152921e+00,1.653153153153153143e+00,2.153153153153153365e-01,4.622072072072072046e+00
2.157157157157157279e+00,1.657157157157157057e+00,2.157157157157157390e-01,4.627877877877877744e+00
2.161161161161161193e+00,1.661161161161161193e+00,2.161161161161161415e-01,4.633683683683683441e+00
