x,y
1.000100010001000149e-02,1.900132662889042756e-01
1.010101010101010187e-02,1.627095794376749449e-01
1.020102010201020051e-02,-7.558567146935504799e-02
1.030103010301030089e-02,7.364243208943060948e-02
1.040104010401040127e-02,2.331410152122134483e-01
1.050105010501050165e-02,6.049010785492158621e-02
1.060106010601060203e-02,-1.611437529735964269e-01
1.070107010701070067e-02,-3.039463621983376149e-02
1.080108010801080105e-02,-7.865575950396497262e-02
1.090109010901090143e-02,1.222319351551185429e-01
1.100110011001100181e-02,-1.157536179528414200e-01
1.110111011101110219e-02,-1.557372102157071059e-01
1.120112011201120084e-02,-2.026573395311364878e-01
1.130113011301130121e-02,5.464425358392938775e-03
1.140114011401140159e-02,-4.847474357205984463e-02
1.150115011501150197e-02,-1.664308370336819165e-01
1.160116011601160235e-02,-4.120731435452645863e-02
1.170117011701170100e-02,8.428062722281708108e-02
1.180118011801180138e-02,-2.006957347132603264e-01
1.190119011901190176e-02,1.496893928621538354e-02
1.200120012001200213e-02,-1.325967248861194825e-01
1.210121012101210078e-02,-1.345026981335749883e-01
1.220122012201220116e-02,-2.822338281291583151e-01
1.230123012301230154e-02,4.093381876136870101e-02
1.240124012401240192e-02,9.058019074890257677e-03
1.250125012501250230e-02,3.313048242702738844e-02
1.260126012601260094e-02,3.899270097687880521e-02
1.270127012701270132e-02,2.534850193440350563e-01
1.280128012801280170e-02,3.025446910317662330e-01
1.290129012901290208e-02,-1.512599270290061748e-01
1.300130013001300246e-02,-1.689059565470572843e-01
1.310131013101310110e-02,-2.451029522559355356e-01
1.320132013201320148e-02,6.878591591782168280e-02
1.330133013301330186e-02,1.296692831377016797e-01
1.340134013401340224e-02,3.859583036449261151e-01
1.350135013501350262e-02,-2.150030483324902875e-01
1.360136013601360126e-02,1.024040896785077814e-02
1.370137013701370164e-02,9.199509910403708135e-02
1.380138013801380202e-02,-1.140517311991500055e-01
1.390139013901390240e-02,-2.976955195275193811e-01
1.400140014001400104e-02,-6.938050556028108051e-02
1.410141014101410142e-02,-3.276217424286811952e-03
1.420142014201420180e-02,6.054181664247296202e-02
1.430143014301430218e-02,7.565728844767617700e-03
1.440144014401440256e-02,-7.792100050487898999e-02
1.450145014501450121e-02,-2.866454639318076827e-02
1.460146014601460158e-02,-1.622264850626233268e-01
1.470147014701470196e-02,4.933320332052573698e-02
1.480148014801480234e-02,2.350368492971920409e-01
1.490149014901490272e-02,-1.559030031892438481e-02
1.500150015001500137e-02,-1.172775712875636367e-01
1.510151015101510175e-02,-2.676145978262243763e-01
1.520152015201520213e-02,-6.360158260753083492e-02
1.530153015301530250e-02,-1.179910366758841200e-01
1.540154015401540288e-02,8.582107048463594179e-02
1.550155015501550153e-02,4.579427767472247363e-02
1.560156015601560191e-02,1.361310456880064079e-01
1.570157015701570055e-02,-6.183003130295102595e-02
1.580158015801580093e-02,2.850668732969762753e-01
1.590159015901590131e-02,5.160502526286144670e-02
1.600160016001600169e-02,-1.217534083680318902e-03
1.610161016101610207e-02,-1.293636663185550317e-01
1.620162016201620245e-02,3.094514137723620162e-01
1.630163016301630283e-02,2.884282421070981650e-01
1.640164016401640321e-02,3.583739141089056085e-02
1.650165016501650359e-02,6.805402781926940536e-02
1.660166016601660050e-02,-1.184081526283331659e-01
1.670167016701670087e-02,-2.956900499473226196e-01
1.680168016801680125e-02,9.392970885074378162e-02
1.690169016901690163e-02,2.985957218475462360e-01
1.700170017001700201e-02,-1.638569216190611799e-01
1.710171017101710239e-02,9.734432114544300241e-02
1.720172017201720277e-02,2.329632021125982999e-01
1.730173017301730315e-02,1.360236434857259868e-01
1.740174017401740353e-02,-9.630044586629173120e-02
1.750175017501750391e-02,2.004565856488623177e-01
1.760176017601760082e-02,1.123790002860937387e-01
1.770177017701770120e-02,1.653336611005632450e-01
1.780178017801780158e-02,-2.179898825265980389e-01
1.790179017901790195e-02,2.701913941923137497e-01
1.800180018001800233e-02,-1.368293964108987376e-02
1.810181018101810271e-02,3.297980094587103783e-02
1.820182018201820309e-02,1.862998138478284549e-01
1.830183018301830347e-02,2.129485184609171688e-01
1.840184018401840385e-02,1.662373203470338123e-02
1.850185018501850076e-02,4.946629374954372715e-02
1.860186018601860114e-02,3.521626507449884258e-01
1.870187018701870152e-02,-2.980705159735765053e-02
1.880188018801880190e-02,-2.526568546092489154e-01
1.890189018901890228e-02,4.820914902436947841e-02
1.900190019001900266e-02,2.306773110854266340e-01
1.910191019101910304e-02,8.115191806065663593e-02
1.920192019201920341e-02,4.682278768485553105e-02
1.930193019301930379e-02,-1.039356798662512404e-01
1.940194019401940417e-02,1.731426454392009373e-01
1.950195019501950108e-02,-1.869413092153283940e-01
1.960196019601960146e-02,5.811940343312540502e-01
1.970197019701970184e-02,-2.062358866211403546e-02
1.980198019801980222e-02,-6.698664091687708821e-02
1.990199019901990260e-02,1.049259560693069915e-01
2.000200020002000298e-02,2.329547605487460316e-01
2.010201020102010336e-02,5.859270348835263209e-02
2.020202020202020374e-02,1.564286419707845155e-01
2.030203020302030412e-02,1.146547402080201339e-01
2.040204020402040103e-02,2.587650017195066710e-01
2.050205020502050141e-02,4.880463049885381821e-01
2.060206020602060178e-02,1.237536445217990860e-01
2.070207020702070216e-02,-1.674880465186923129e-02
2.080208020802080254e-02,-1.987539551859677789e-01
2.090209020902090292e-02,7.693165605144205998e-02
2.100210021002100330e-02,-2.906159725729182131e-01
2.110211021102110368e-02,2.501086129787894463e-01
2.120212021202120406e-02,-2.535868025670997561e-01
2.130213021302130444e-02,1.032293232830224644e-01
2.140214021402140135e-02,-1.423737676483489700e-01
2.150215021502150173e-02,-4.448824566666443464e-02
2.160216021602160211e-02,-5.183334003261853840e-03
2.170217021702170249e-02,-5.623014989231071153e-02
2.180218021802180287e-02,1.513208246113964539e-01
2.190219021902190324e-02,-3.958674433509518642e-01
2.200220022002200362e-02,2.645251276601222334e-02
2.210221022102210400e-02,5.691031243593353689e-02
2.220222022202220438e-02,-2.726052316242957851e-01
2.230223022302230129e-02,-3.682270197938713463e-01
2.240224022402240167e-02,1.652187822982356113e-01
2.250225022502250205e-02,3.407162660615660754e-01
2.260226022602260243e-02,-2.103644845962642229e-01
2.270227022702270281e-02,4.150313893552859401e-02
2.280228022802280319e-02,2.396955606866493088e-02
2.290229022902290357e-02,3.518705863840169978e-03
2.300230023002300395e-02,1.197815252020455468e-01
2.310231023102310433e-02,4.080169634547674978e-02
2.320232023202320470e-02,2.802560028871781128e-01
2.330233023302330161e-02,3.848503140988220050e-02
2.340234023402340199e-02,-2.535304430005946297e-01
2.350235023502350237e-02,2.722358925108693262e-01
2.360236023602360275e-02,-1.196545028535377642e-01
2.370237023702370313e-02,-1.570843579936002932e-01
2.380238023802380351e-02,2.061316644539764320e-01
2.390239023902390389e-02,2.139101240870780116e-02
2.400240024002400427e-02,2.786670119906850540e-02
2.410241024102410465e-02,-1.583574746307091774e-01
2.420242024202420156e-02,-1.979657511027990702e-01
2.430243024302430194e-02,1.099321251100147390e-01
2.440244024402440232e-02,-1.737998062081186901e-01
2.450245024502450270e-02,-9.980334008533424395e-03
2.460246024602460307e-02,-1.209773980699062473e-01
2.470247024702470345e-02,-1.955632868879545461e-01
2.480248024802480383e-02,2.098948596174403658e-01
2.490249024902490421e-02,3.136938366440372716e-02
2.500250025002500459e-02,-1.692195730761576478e-01
2.510251025102510497e-02,2.658391710530803587e-01
2.520252025202520188e-02,-1.777137149455510767e-01
2.530253025302530226e-02,5.546706344297031716e-02
2.540254025402540264e-02,2.709371640350768384e-01
2.550255025502550302e-02,-2.218629570704233334e-01
2.560256025602560340e-02,3.137690444706197623e-01
2.570257025702570378e-02,2.688982208792207729e-01
2.580258025802580416e-02,-6.386468780701284875e-02
2.590259025902590453e-02,-2.645245602448693667e-01
2.600260026002600491e-02,-6.840607223750100330e-02
2.610261026102610182e-02,2.300990741347723745e-01
2.620262026202620220e-02,1.001054183828900546e-01
2.630263026302630258e-02,1.572294285510143774e-01
2.640264026402640296e-02,1.961187915950236282e-01
2.650265026502650334e-02,-4.909569131782044737e-02
2.660266026602660372e-02,-2.075530367281520905e-02
2.670267026702670410e-02,1.660808086087767754e-01
2.680268026802680448e-02,3.225680878278488484e-01
2.690269026902690486e-02,1.353765951940735235e-01
2.700270027002700524e-02,2.132466535416488451e-01
2.710271027102710215e-02,-8.302788537901828470e-02
2.720272027202720252e-02,1.837035861856733399e-01
2.730273027302730290e-02,-3.722284428651269073e-01
2.740274027402740328e-02,6.964456607586906600e-02
2.750275027502750366e-02,3.467218322483001103e-01
2.760276027602760404e-02,4.949465952290012238e-02
2.770277027702770442e-02,3.002459006728612212e-01
2.780278027802780480e-02,3.653833006233087599e-01
2.790279027902790518e-02,-8.257661771413196683e-02
2.800280028002800209e-02,-4.470786284510883113e-02
2.810281028102810247e-02,5.848302852521567591e-02
2.820282028202820285e-02,-1.537208617342327721e-01
2.830283028302830323e-02,1.436698122247553333e-01
2.840284028402840361e-02,-2.258825865407808053e-01
2.850285028502850398e-02,7.421455059556228417e-02
2.860286028602860436e-02,2.595083086311400500e-01
2.870287028702870474e-02,-2.332284941411016388e-01
2.880288028802880512e-02,1.450634003424368657e-01
2.890289028902890550e-02,2.722050387377327740e-01
2.900290029002900241e-02,-2.671199362419750950e-02
2.910291029102910279e-02,-1.100247047655657923e-02
2.920292029202920317e-02,-2.309844746688422684e-02
2.930293029302930355e-02,1.555853622714737511e-02
2.940294029402940393e-02,-7.984652663427396768e-02
2.950295029502950431e-02,2.226096944966807489e-01
2.960296029602960469e-02,9.422262470708299420e-02
2.970297029702970507e-02,2.237534522406176285e-01
2.980298029802980544e-02,-9.129121674027323996e-04
2.990299029902990235e-02,-1.228495984644724648e-01
3.000300030003000273e-02,2.634056183020355157e-01
3.010301030103010311e-02,1.494927274590779342e-01
3.020302030203020349e-02,2.797683534632712243e-01
3.030303030303030387e-02,1.176705246673317162e-01
3.040304030403040425e-02,2.490993566382574964e-01
3.050305030503050463e-02,2.142291333856866931e-01
3.060306030603060501e-02,1.977913830966463726e-01
3.070307030703070539e-02,-2.253905009506620982e-02
3.080308030803080577e-02,2.347915164133015237e-02
3.090309030903090268e-02,4.237100259577614159e-02
3.100310031003100306e-02,5.607758273794844622e-02
3.110311031103110344e-02,3.771992717471057133e-01
3.120312031203120381e-02,1.256467715462725732e-01
3.130313031303130072e-02,3.935263919334036076e-01
3.140314031403140110e-02,4.747207866496815365e-01
3.150315031503150148e-02,1.002130909515386997e-02
3.160316031603160186e-02,1.736953269689287677e-02
3.170317031703170224e-02,7.314350565416426198e-02
3.180318031803180262e-02,2.205078409027195763e-01
3.190319031903190300e-02,-5.534344713040761921e-03
3.200320032003200338e-02,3.540305333943474242e-01
3.210321032103210376e-02,2.250934518660130390e-01
3.220322032203220414e-02,-1.781486234376126188e-01
3.230323032303230452e-02,-4.913002242761932981e-01
3.240324032403240490e-02,3.752347572377901508e-01
3.250325032503250527e-02,2.246101222933780117e-02
3.260326032603260565e-02,4.696485647993557666e-02
3.270327032703270603e-02,5.414456789491786659e-02
3.280328032803280641e-02,1.267302537177664723e-01
3.290329032903290679e-02,9.016179728584206021e-02
3.300330033003300717e-02,-6.988272216941464332e-02
3.310331033103310755e-02,3.260233528499667521e-01
3.320332033203320099e-02,-2.439990912441369064e-01
3.330333033303330137e-02,-4.194245326265833018e-02
3.340334033403340175e-02,-7.932313923851355697e-02
3.350335033503350213e-02,1.975832060764510789e-01
3.360336033603360251e-02,-2.876983729123744338e-01
3.370337033703370289e-02,1.957581770896768547e-02
3.380338033803380327e-02,1.057051076916105947e-02
3.390339033903390364e-02,1.467024910996623244e-01
3.400340034003400402e-02,4.915949349429229454e-01
3.410341034103410440e-02,-7.392343626208189300e-02
3.420342034203420478e-02,-2.976224344937310196e-02
3.430343034303430516e-02,1.578956539363491063e-01
3.440344034403440554e-02,-3.981205464786327641e-02
3.450345034503450592e-02,5.522878490503407845e-02
3.460346034603460630e-02,1.571543564488791372e-02
3.470347034703470668e-02,4.083620600308682236e-02
3.480348034803480706e-02,2.408411310820367801e-01
3.490349034903490744e-02,1.228890908989575259e-01
3.500350035003500782e-02,5.775446428377067898e-02
3.510351035103510126e-02,3.409359138156368707e-01
3.520352035203520163e-02,2.040602992081611555e-01
3.530353035303530201e-02,1.628037768845216338e-01
3.540354035403540239e-02,6.537046159781040311e-03
3.550355035503550277e-02,-1.477456673844622093e-01
3.560356035603560315e-02,8.469835218712401526e-02
3.570357035703570353e-02,4.932512574724647048e-02
3.580358035803580391e-02,8.242454259661850802e-02
3.590359035903590429e-02,-5.066640646672393444e-03
3.600360036003600467e-02,-9.764961232801615265e-02
3.610361036103610505e-02,-1.043353157205422349e-01
3.620362036203620543e-02,3.121371353925260217e-01
3.630363036303630581e-02,2.272607322966777588e-01
3.640364036403640619e-02,4.822097021483075507e-01
3.650365036503650656e-02,6.925314574007380986e-02
3.660366036603660694e-02,-2.677621878824146262e-02
3.670367036703670732e-02,4.764675361140774945e-01
3.680368036803680770e-02,3.854112099635888938e-02
3.690369036903690808e-02,6.397066910343149893e-01
3.700370037003700152e-02,-6.337150014071216142e-02
3.710371037103710190e-02,2.164214524283118446e-01
3.720372037203720228e-02,4.517118023348661859e-01
3.730373037303730266e-02,1.743046558307183025e-01
3.740374037403740304e-02,1.964475103553782187e-01
3.750375037503750342e-02,-1.296348348397882710e-03
3.760376037603760380e-02,2.873692048382078257e-01
3.770377037703770418e-02,2.707592061335133138e-02
3.780378037803780455e-02,3.436748903255920085e-01
3.790379037903790493e-02,1.385954271069194110e-01
3.800380038003800531e-02,-3.282851058526586874e-02
3.810381038103810569e-02,2.862449750804727522e-01
3.820382038203820607e-02,4.140765815910129599e-01
3.830383038303830645e-02,-8.131528603419030388e-02
3.840384038403840683e-02,-5.396545291461938287e-01
3.850385038503850721e-02,-2.672408387688322562e-01
3.860386038603860759e-02,4.549973433393827982e-01
3.870387038703870797e-02,1.119724765578324899e-01
3.880388038803880835e-02,1.200068436383307235e-01
3.890389038903890179e-02,1.566729746971230741e-01
3.900390039003900217e-02,-2.015961023726390300e-01
3.910391039103910255e-02,9.038262427160070889e-02
3.920392039203920292e-02,-4.376908580491024880e-02
3.930393039303930330e-02,-1.899284404095044065e-01
3.940394039403940368e-02,-1.671616630034844508e-02
3.950395039503950406e-02,1.318930311718130022e-01
3.960396039603960444e-02,1.120495365107035401e-02
3.970397039703970482e-02,3.041382326515164602e-01
3.980398039803980520e-02,-6.428444243002513769e-02
3.990399039903990558e-02,-8.766377290390446608e-02
4.000400040004000596e-02,6.944293588604893985e-02
4.010401040104010634e-02,1.762337489495368614e-01
4.020402040204020672e-02,3.127610606878526989e-01
4.030403040304030710e-02,2.474848331439627458e-01
4.040404040404040747e-02,1.024666689911254147e-01
4.050405040504050785e-02,5.467801852238290961e-01
4.060406040604060823e-02,-1.259603581520909454e-01
4.070407040704070861e-02,4.420946683316890474e-02
4.080408040804080205e-02,1.586397838427395235e-01
4.090409040904090243e-02,1.309316688368824255e-01
4.100410041004100281e-02,7.395984805909040782e-02
4.110411041104110319e-02,2.463653719010033272e-01
4.120412041204120357e-02,1.406239822276500184e-01
4.130413041304130395e-02,3.247716023129937346e-01
4.140414041404140433e-02,5.311414565732378579e-01
4.150415041504150471e-02,3.658781752133124371e-02
4.160416041604160509e-02,1.531717020546639885e-01
4.170417041704170547e-02,3.028554083574028777e-01
4.180418041804180584e-02,-1.009648758753111109e-01
4.190419041904190622e-02,1.906741559705557865e-01
4.200420042004200660e-02,-1.663543449494246651e-01
4.210421042104210698e-02,-4.568689939016037926e-02
4.220422042204220736e-02,7.618706902997077202e-02
4.230423042304230774e-02,1.110890716234494979e-01
4.240424042404240812e-02,5.104179838319933271e-01
4.250425042504250850e-02,3.228776827597228949e-01
4.260426042604260888e-02,-9.681706578044757538e-02
4.270427042704270232e-02,8.106979725527760361e-02
4.280428042804280270e-02,-2.369005021828311519e-01
4.290429042904290308e-02,-2.499309213199554791e-02
4.300430043004300346e-02,2.015584686949567494e-01
4.310431043104310384e-02,3.717215749861004642e-02
4.320432043204320421e-02,4.464556378540497639e-02
4.330433043304330459e-02,1.470931798060582385e-01
4.340434043404340497e-02,-1.535834344227003934e-01
4.350435043504350535e-02,3.348266777515333109e-02
4.360436043604360573e-02,3.101099071123567530e-01
4.370437043704370611e-02,-1.155222351495115846e-01
4.380438043804380649e-02,5.246277248650857428e-03
4.390439043904390687e-02,1.848260814578100431e-01
4.400440044004400725e-02,6.174980656982653748e-02
4.410441044104410763e-02,1.467155848139078678e-01
4.420442044204420801e-02,3.687845710435466162e-01
4.430443044304430839e-02,3.737803463703252838e-02
4.440444044404440876e-02,5.529632305590347352e-01
4.450445044504450914e-02,2.062796359858322659e-01
4.460446044604460258e-02,-1.873483718363971873e-01
4.470447044704470296e-02,8.924532194545468922e-02
4.480448044804480334e-02,1.571636982910388225e-01
4.490449044904490372e-02,2.109761241886371763e-01
4.500450045004500410e-02,2.777526110551250538e-01
4.510451045104510448e-02,1.596871416330226667e-01
4.520452045204520486e-02,2.168482650922047006e-01
4.530453045304530524e-02,-2.599988649011575337e-01
4.540454045404540562e-02,2.512418701723652115e-01
4.550455045504550600e-02,-1.162270202227641824e-01
4.560456045604560638e-02,2.289717590502242661e-01
4.570457045704570676e-02,7.282938943639731544e-02
4.580458045804580713e-02,2.426905245242935716e-02
4.590459045904590751e-02,1.432701648767875924e-01
4.600460046004600789e-02,-1.485411651613798012e-02
4.610461046104610827e-02,1.413907666080734260e-01
4.620462046204620865e-02,2.350750087843426761e-01
4.630463046304630903e-02,2.706098928986986341e-01
4.640464046404640941e-02,3.484258565384155126e-01
4.650465046504650285e-02,-5.997911148504438128e-02
4.660466046604660323e-02,-1.094495582010601570e-01
4.670467046704670361e-02,4.200340724355520750e-01
4.680468046804680399e-02,1.997507853396633393e-01
4.690469046904690437e-02,1.525006737905601206e-01
4.700470047004700475e-02,1.182444705617283209e-01
4.710471047104710512e-02,3.150328169570134618e-01
4.720472047204720550e-02,4.573663671679595311e-01
4.730473047304730588e-02,1.144409993341414800e-01
4.740474047404740626e-02,1.694961943540942706e-01
4.750475047504750664e-02,1.092508439869800951e-01
4.760476047604760702e-02,3.354159464670999902e-01
4.770477047704770740e-02,-5.263648866672514248e-02
4.780478047804780778e-02,1.124357643204404317e-01
4.790479047904790816e-02,1.313518904573855728e-01
4.800480048004800854e-02,4.161019319251599291e-01
4.810481048104810892e-02,4.756971184714585132e-01
4.820482048204820930e-02,4.874532043816465210e-02
4.830483048304830968e-02,-1.861852412412758895e-01
4.840484048404840312e-02,2.638061040087931186e-01
4.850485048504850349e-02,4.372890021451449893e-01
4.860486048604860387e-02,2.077791660373620453e-01
4.870487048704870425e-02,2.309935343534778029e-01
4.880488048804880463e-02,2.985694157735115928e-01
4.890489048904890501e-02,9.285317148902755280e-02
4.900490049004900539e-02,2.712479691208593557e-01
4.910491049104910577e-02,-3.198404416359459934e-02
4.920492049204920615e-02,-2.887613187261398040e-03
4.930493049304930653e-02,1.483881386774252575e-01
4.940494049404940691e-02,1.581636897759218507e-01
4.950495049504950729e-02,-1.086212492927232098e-01
4.960496049604960767e-02,4.865566482587899838e-02
4.970497049704970804e-02,6.148766247738064461e-01
4.980498049804980842e-02,8.583563631799881466e-02
4.990499049904990880e-02,1.657927525286406467e-01
5.000500050005000918e-02,1.728376924825731631e-01
5.010501050105010956e-02,2.585690629525361217e-01
5.020502050205020994e-02,4.029053164144622556e-01
5.030503050305030338e-02,5.753935118516925046e-02
5.040504050405040376e-02,1.953847488813720557e-01
5.050505050505050414e-02,2.240994786525342675e-01
5.060506050605060452e-02,-6.055386759068888403e-02
5.070507050705070490e-02,2.387854651430193487e-01
5.080508050805080528e-02,-6.896826260218184845e-02
5.090509050905090566e-02,8.577033680644852165e-02
5.100510051005100604e-02,1.485785522445141060e-01
5.110511051105110641e-02,2.225098648389313150e-01
5.120512051205120679e-02,-1.106829396303914276e-01
5.130513051305130717e-02,-1.921084145744318405e-01
5.140514051405140755e-02,1.133928334975777968e-01
5.150515051505150793e-02,2.251684384430968078e-01
5.160516051605160831e-02,-9.030158228775171658e-02
5.170517051705170869e-02,6.335631754678240635e-02
5.180518051805180907e-02,-8.957687699894624489e-02
5.190519051905190945e-02,-1.105866906235741937e-01
5.200520052005200983e-02,-1.157998419543455476e-01
5.210521052105211021e-02,4.458883678770314551e-02
5.220522052205220365e-02,1.207191186738188343e-01
5.230523052305230403e-02,1.585122220001822790e-01
5.240524052405240440e-02,2.797852913025506427e-01
5.250525052505250478e-02,-3.167104738525206575e-01
5.260526052605260516e-02,-2.200676669896159954e-01
5.270527052705270554e-02,1.633650601572324557e-01
5.280528052805280592e-02,-1.266087410093440224e-01
5.290529052905290630e-02,2.958318215982153054e-01
5.300530053005300668e-02,2.023870588205924914e-01
5.310531053105310706e-02,1.119308433548517057e-01
5.320532053205320744e-02,1.594101424171795456e-02
5.330533053305330782e-02,-8.015356431805484294e-02
5.340534053405340820e-02,2.264356334435549678e-01
5.350535053505350858e-02,-2.663786852376766601e-01
5.360536053605360896e-02,1.518340369431487591e-01
5.370537053705370933e-02,4.090439382160041548e-01
5.380538053805380971e-02,-6.397169824664153404e-02
5.390539053905391009e-02,-5.840240006245869808e-02
5.400540054005401047e-02,1.672171203152150454e-01
5.410541054105410391e-02,4.953671990232126898e-01
5.420542054205420429e-02,-1.401041009093005607e-02
5.430543054305430467e-02,4.707907562989535610e-02
5.440544054405440505e-02,-1.240212593696841947e-02
5.450545054505450543e-02,-1.987959601166656709e-01
5.460546054605460581e-02,-1.355652583650548970e-02
5.470547054705470619e-02,2.913860864995036770e-02
5.480548054805480657e-02,1.531050980629825309e-01
5.490549054905490695e-02,3.043940036397087545e-01
5.500550055005500732e-02,-2.438870660631440312e-01
5.510551055105510770e-02,-2.808580395627481296e-01
5.520552055205520808e-02,-1.444372203258447729e-01
5.530553055305530846e-02,1.315280659045869882e-01
5.540554055405540884e-02,-2.651808996307233324e-01
5.550555055505550922e-02,2.446462298078722064e-02
5.560556055605560960e-02,1.669245063614055447e-01
5.570557055705570998e-02,2.760487290097932700e-01
5.580558055805581036e-02,1.162095194190233827e-02
5.590559055905591074e-02,2.120400623836891651e-01
5.600560056005600418e-02,1.944378072834839488e-01
5.610561056105610456e-02,-1.555789181013431388e-01
5.620562056205620494e-02,4.563054920990234908e-01
5.630563056305630532e-02,3.097406534402483702e-01
5.640564056405640569e-02,2.119495013935766003e-01
5.650565056505650607e-02,7.323306424103764867e-02
5.660566056605660645e-02,-4.067419614620498836e-02
5.670567056705670683e-02,2.778688751775636456e-01
5.680568056805680721e-02,2.328703364207374282e-01
5.690569056905690759e-02,1.022499877706369437e-01
5.700570057005700797e-02,-1.803948916633046906e-03
5.710571057105710835e-02,-8.506788276143240068e-02
5.720572057205720873e-02,2.838273396571371343e-01
5.730573057305730911e-02,1.150119524784008751e-01
